mid,用户名,发文时间,内容,转发数,评论数,点赞数
4486854231015551#,惺惺相惜随缘哦,2020-03-26,"
                    加油中国��  致敬英雄！//@王煊Angelo:#感谢 有你#看到援鄂医疗队们陆续离开，看到新增病例数目逐渐清零，才意识到原来我们距离抗疫胜利已经很近了！感谢他们不顾自身安危的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486854227569409#,用户6508715659,2020-03-26,"
                    //@刘涛tamia:#感谢 有你# 致敬所有在疫情期间昼夜奋战，为抗疫持续研究的科研工作者。感谢你们守护了我们的健康与生命。点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486854226811716#,美少女扛把子dd,2020-03-26,"
                    //@安慕希希腊酸奶:#感谢 有你# 感谢Dear-迪丽热巴 与安慕希、@活力伊利 一起为健康加油！向一线抗疫英雄致敬！点击链接 O网页链接 ，看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。//@嘉行迪丽热巴工作室: #感谢 有你# 感谢这些天不惧危险，不顾辛劳为我们默默                ", , 1,
4486854222574780#,678906的小徒弟可可,2020-03-26,"
感谢有你//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,1
4486854222835466#,酷酷酷哒现girl,2020-03-26,"
#感谢 有你# 辛苦了最美的医护人员 O网页链接 ​                ", , ,
4486854210650765#,热热脑婆林亓柔,2020-03-26,"
                    //@安慕希希腊酸奶:#感谢 有你# 感谢Dear-迪丽热巴 与安慕希、@活力伊利 一起为健康加油！向一线抗疫英雄致敬！点击链接 O网页链接 ，看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。//@嘉行迪丽热巴工作室: #感谢 有你# 感谢这些天不惧危险，                ", , ,
4486854201743065#,現的Vicky寶,2020-03-26,"
#感谢 有你# 謝謝你們的付出，讓這個世界更美好                ", , 1,
4486854198286320#,我就不要名字了香,2020-03-26,"
                    哈哈哈，才发现   //@Miss-HoneyHoneyHoney:#感谢 有你#感谢一线的医护工作者，你们不懈的努力才让疫情得以控制，是你们牺牲与家人团聚的时间换来更多家庭的团聚，谢谢你们～点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854198275161#,老K的爱,2020-03-26,"
                    //@王丽坤:#感谢 有你#众志成城，抗击疫情，感谢全国各地所有援鄂医疗队，不论身在何处，心紧相依。内蒙虽远，但内蒙医护人员不远千里为抗击疫情挺身而出,身为内蒙的一份子,我为援鄂内蒙医疗队自豪!点击链接O网页链接 看更多感人的故事 和@活力伊利 一起说出对抗疫英雄们的感谢！                ", , 1,
4486854172482251#,热热脑婆林亓柔,2020-03-26,"
                    //@安慕希希腊酸奶:#感谢 有你# 感谢Dear-迪丽热巴 与安慕希、@活力伊利 一起为健康加油！向一线抗疫英雄致敬！点击链接 O网页链接 ，看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。//@嘉行迪丽热巴工作室: #感谢 有你# 感谢这些天不惧危险，不                ", , 1,
4486854168508650#,0000010s苞,2020-03-26,"
感谢医护人员的辛苦付出//@苑子豪:#感谢 有你# 感谢每一位坚守在一线的医护工作者，是你们的勇敢逆行，让我们勇敢前行；是你们的无私坚守，让我们可以迎着朝阳奔跑！点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854164519887#,LIKE安静的咖啡屋卫,2020-03-26,"
                    坚守岗位的人最棒了//@雷公子Jecci:#感谢 有你#突如其来的疫情让我的家乡湖北遭受了前所未有的灾难。疫情爆发时超4万名援鄂医疗工作者，白衣执甲，出征前线。感谢你们的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854156345995#,夏天xkxk,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486854151345481#,cherii_ruru,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486854139454044#,hi黄今平,2020-03-26,"
                    给这些英雄加油//@雷公子Jecci:#感谢 有你#突如其来的疫情让我的家乡湖北遭受了前所未有的灾难。疫情爆发时超4万名援鄂医疗工作者，白衣执甲，出征前线。感谢你们的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854131296818#,白色水杯的星巴克,2020-03-26,"
                    满满的正能量，一起加油�//@星扒客push:#感谢 有你#感谢医护人员为我们的健康保驾护航，感谢所有奋斗在一线的英雄们，我们的平安，是因为你们的赴汤蹈火。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486854130546419#,时刻影响着森,2020-03-26,"
                    援鄂的医疗队，特别棒！心中无限的感动！//@一枚时尚小公举:#感谢 有你#感谢我大辽宁援鄂医疗队中医组长代晓红的耳穴疗法在雷神山医院推广，使患者的治愈率大大提升！ 点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854126836626#,cherii_ruru,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486854109983606#,shiliu200706和,2020-03-26,"
                    伊犁县大爱心//@苑子豪:#感谢 有你# 感谢每一位坚守在一线的医护工作者，是你们的勇敢逆行，让我们勇敢前行；是你们的无私坚守，让我们可以迎着朝阳奔跑！点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854105174547#,李子不是李子了,2020-03-26,"
                    //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486854093120538#,见好就收10142,2020-03-26,"
                    //@刘涛tamia:#感谢 有你# 致敬所有在疫情期间昼夜奋战，为抗疫持续研究的科研工作者。感谢你们守护了我们的健康与生命。点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486854093320576#,hi黄今平,2020-03-26,"
                    英雄的光辉让我们更加热爱生命热爱生活//@一枚时尚小公举:#感谢 有你#感谢我大辽宁援鄂医疗队中医组长代晓红的耳穴疗法在雷神山医院推广，使患者的治愈率大大提升！ 点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854089360761#,冉r8,2020-03-26,"
                    好喜欢你//@Miss-HoneyHoneyHoney:#感谢 有你#感谢一线的医护工作者，你们不懈的努力才让疫情得以控制，是你们牺牲与家人团聚的时间换来更多家庭的团聚，谢谢你们～点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854084325678#,cherii_ruru,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486854050878413#,酷酷酷哒现girl,2020-03-26,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4486854043222524#,helen20151201,2020-03-26,"
                    //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486854042372365#,qq封绅,2020-03-26,"
                    给医护人员点赞 辛苦了//@星扒客push:#感谢 有你#感谢医护人员为我们的健康保驾护航，感谢所有奋斗在一线的英雄们，我们的平安，是因为你们的赴汤蹈火。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486854034781432#,OH陳_橙橙,2020-03-26,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , 1,
4486854030566261#,小敏_22庚,2020-03-26,"
                    希望疫情早点得控//@雷公子Jecci:#感谢 有你#突如其来的疫情让我的家乡湖北遭受了前所未有的灾难。疫情爆发时超4万名援鄂医疗工作者，白衣执甲，出征前线。感谢你们的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854029699959#,梦梦kkw,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486854017902171#,tlngtlng木飘,2020-03-26,"
                    一直都很喜欢伊利，这次更加圈粉了//@雷公子Jecci:#感谢 有你#突如其来的疫情让我的家乡湖北遭受了前所未有的灾难。疫情爆发时超4万名援鄂医疗工作者，白衣执甲，出征前线。感谢你们的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486854009451064#,靖王殿下的温暖,2020-03-26,"
                    真心感谢逆行的英雄们和勇敢的武汉人民//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486854008847938#,双子之星54195,2020-03-26,"
                    //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486853933717053#,欧阳May应,2020-03-26,"
                    疫情还远未结束，我们继续加油#感谢 有你#//@一枚时尚小公举:#感谢 有你#感谢我大辽宁援鄂医疗队中医组长代晓红的耳穴疗法在雷神山医院推广，使患者的治愈率大大提升！ 点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853925281484#,星辰落在大海,2020-03-26,"
#感谢 有你# 感谢Dear-迪丽热巴 与安慕希、@活力伊利 一起为健康加油！向一线抗疫英雄致敬！点击链接 O网页链接 ，看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。//@嘉行迪丽热巴工作室: #感谢 有你# 感谢这些天不惧危险，不顾辛劳为我们默默付出与坚守的所有人！                ", , 1,
4486853920696578#,人生如茶亦苦亦醇,2020-03-26,"
                    //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486853921312714#,网卡本卡吹的气球,2020-03-26,"
                    //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486853912899925#,兮兮XIXIXIXIXIX,2020-03-26,"
                    //@宠现ing_李现个站:感谢有你们，感谢所有一线英雄们�谢谢你们的付出和守护～早日归来，感恩有你//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对抗疫英雄的感谢。                ", , ,
4486853912251234#,overmars苹,2020-03-26,"
                    伊利，再次捐赠！感谢感谢//@一枚时尚小公举:#感谢 有你#感谢我大辽宁援鄂医疗队中医组长代晓红的耳穴疗法在雷神山医院推广，使患者的治愈率大大提升！ 点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853904462474#,筱樱梓Lynn,2020-03-26,"
                    谢谢有你们，也谢谢有你的陪伴//@苑子豪:#感谢 有你# 感谢每一位坚守在一线的医护工作者，是你们的勇敢逆行，让我们勇敢前行；是你们的无私坚守，让我们可以迎着朝阳奔跑！点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,1
4486853899913928#,任才气jNx921,2020-03-26,"
                    希望每一位医务人员都健康//@苑子豪:#感谢 有你# 感谢每一位坚守在一线的医护工作者，是你们的勇敢逆行，让我们勇敢前行；是你们的无私坚守，让我们可以迎着朝阳奔跑！点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853896027929#,隔壁阿高,2020-03-26,"
感谢所有人的付出！//@星扒客push:#感谢 有你#感谢医护人员为我们的健康保驾护航，感谢所有奋斗在一线的英雄们，我们的平安，是因为你们的赴汤蹈火。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853891814653#,洋葱整个都是心稍,2020-03-26,"
                    大家一起来啊，GOGOGO//@Miss-HoneyHoneyHoney:#感谢 有你#感谢一线的医护工作者，你们不懈的努力才让疫情得以控制，是你们牺牲与家人团聚的时间换来更多家庭的团聚，谢谢你们～点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853882967175#,曌城璐空,2020-03-26,"
                    //@郭蕾Lacy:#感谢 有你#感谢所有为抗击疫情付出努力的医护工作人员和每一位坚守在抗疫一线的工作人员！是你们牺牲与家人团聚的时光，保全了我们的家人，你们的故事不会被遗忘！ 点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853874954595#,怪癖尐姐曦,2020-03-26,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , 1,
4486853870995734#,LIKE安静的咖啡屋卫,2020-03-26,"
#感谢 有你#许许多多的人，为疫情做出努力//@一枚时尚小公举:#感谢 有你#感谢我大辽宁援鄂医疗队中医组长代晓红的耳穴疗法在雷神山医院推广，使患者的治愈率大大提升！ 点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853849772907#,夏雪家小勇,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486853837574911#,牧华m6,2020-03-26,"
                    陆老师一直在为正能量转发//@陆琪:#感谢 有你# 援鄂医疗队正在陆续撤离，金银潭医院院长在机场送别的时候说，“你们都是超人啊。”是啊，一个个平凡可爱的人，做了我们的超人。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853824451001#,叫我小李就好了呀,2020-03-26,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , 1,1
4486853824140434#,夏雪家小勇,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486853807821640#,夏雪家小勇,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486853791174605#,玛利亚的童话世界都有啥,2020-03-26,"
                    感恩不惧病毒的英勇勇士们，为你们点赞//@王煊Angelo:#感谢 有你#看到援鄂医疗队们陆续离开，看到新增病例数目逐渐清零，才意识到原来我们距离抗疫胜利已经很近了！感谢他们不顾自身安危的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853786707136#,刺青部落蓝,2020-03-26,"
                    语言无法表达的感谢！//@一枚时尚小公举:#感谢 有你#感谢我大辽宁援鄂医疗队中医组长代晓红的耳穴疗法在雷神山医院推广，使患者的治愈率大大提升！ 点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853778209796#,151226卫君博,2020-03-26,"
感谢有你//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486853744439612#,只为现狂,2020-03-26,"
#感谢 有你# 感谢最可爱的人 O网页链接 ​                ", , ,
4486853715815093#,1019航班,2020-03-26,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4486853707615110#,大四修仙喵喵,2020-03-26,"
#感谢 有你# 感谢每一位在疫情期间逆行的英雄，你们坚守在抗疫一线的不同岗位，不辞辛劳，守护大家的健康，没有人生来就是英雄，而你们用平凡成就伟大。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！『感谢，有你』O网页链接 ​                ", , 3,1
4486853702488716#,这个热巴不太冷,2020-03-26,"
感谢//@嘉行迪丽热巴工作室:#感谢 有你# 感谢这些天不惧危险，不顾辛劳为我们默默付出与坚守的所有人！一切都会慢慢好起来，加油！点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢和祝福～                ", , 1,
4486853685938870#,一博是宝贝19970805,2020-03-26,"
#感谢 有你#为武汉加油，为世界加油 ​                ", , ,
4486853665482065#,致敬祖国2019,2020-03-26,"
                    //@王丽坤:#感谢 有你#众志成城，抗击疫情，感谢全国各地所有援鄂医疗队，不论身在何处，心紧相依。内蒙虽远，但内蒙医护人员不远千里为抗击疫情挺身而出,身为内蒙的一份子,我为援鄂内蒙医疗队自豪!点击链接O网页链接 看更多感人的故事 和@活力伊利 一起说出对抗疫英雄们的感谢！                ", , 1,
4486853661261248#,四季奶青满分瓢,2020-03-26,"
#感谢 有你# 感谢有你 O网页链接 ​                ", , ,
4486853660515272#,overmars苹,2020-03-26,"
                    把感谢送给每一位抗疫英雄//@陆琪:#感谢 有你# 援鄂医疗队正在陆续撤离，金银潭医院院长在机场送别的时候说，“你们都是超人啊。”是啊，一个个平凡可爱的人，做了我们的超人。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853652339928#,来自宋朝的青蛙,2020-03-26,"
//@得舍王凯工作室:王凯 #感谢 有你# 谢谢你们的挺身而出//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486853648804543#,房仲朗,2020-03-26,"
                    善待我们的战士//@陆琪:#感谢 有你# 援鄂医疗队正在陆续撤离，金银潭医院院长在机场送别的时候说，“你们都是超人啊。”是啊，一个个平凡可爱的人，做了我们的超人。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853648612486#,缪缌菡方,2020-03-26,"
                    喜欢的不得了哦。//@Miss-HoneyHoneyHoney:#感谢 有你#感谢一线的医护工作者，你们不懈的努力才让疫情得以控制，是你们牺牲与家人团聚的时间换来更多家庭的团聚，谢谢你们～点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853648609886#,宋愛民m,2020-03-26,"
                    支持白衣天史//@郭蕾Lacy:#感谢 有你#感谢所有为抗击疫情付出努力的医护工作人员和每一位坚守在抗疫一线的工作人员！是你们牺牲与家人团聚的时光，保全了我们的家人，你们的故事不会被遗忘！ 点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853636173462#,书里一行字,2020-03-26,"
                    真心感谢所有医护人员，是你们，为我们撑起了一片天，谢谢。//@星扒客push:#感谢 有你#感谢医护人员为我们的健康保驾护航，感谢所有奋斗在一线的英雄们，我们的平安，是因为你们的赴汤蹈火。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853614722007#,十年kkw,2020-03-26,"
#感谢 有你# 感谢所有奋战在一线的工作人员//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486853610402943#,带着思念去回忆衍,2020-03-26,"
感谢他们为湖北拼过命//@雷公子Jecci:#感谢 有你#突如其来的疫情让我的家乡湖北遭受了前所未有的灾难。疫情爆发时超4万名援鄂医疗工作者，白衣执甲，出征前线。感谢你们的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853606724793#,四季奶青满分瓢,2020-03-26,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4486853602305656#,乖乖小失革,2020-03-26,"
感谢无私的医护人员//@苑子豪:#感谢 有你# 感谢每一位坚守在一线的医护工作者，是你们的勇敢逆行，让我们勇敢前行；是你们的无私坚守，让我们可以迎着朝阳奔跑！点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853568453230#,黒妞儿布rainie淦,2020-03-26,"
                    防疫工作做的比较到位。//@李云涛ICON:#感谢 有你#感谢疫情以来每一位社区工作人员, 投入到紧张的疫情防控工作中,做好居民登记、测体温、宣传疫情防控知识等，24小时不空岗值守。点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853564802033#,薄荷微凉boheweiliang,2020-03-26,"
#感谢 有你# 感谢有你们，春暖花开，祝你们快乐！ O网页链接 ​                ", , ,1
4486853564792916#,一博是宝贝19970805,2020-03-26,"
#感谢 有你# ​                ", , ,
4486853564306662#,尉梅友,2020-03-26,"
                    抗疫我们一起！奥利给//@陆琪:#感谢 有你# 援鄂医疗队正在陆续撤离，金银潭医院院长在机场送别的时候说，“你们都是超人啊。”是啊，一个个平凡可爱的人，做了我们的超人。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853560588807#,喝了都得醉,2020-03-26,"
感谢你们的辛苦付出，一定要更加努力。//@王煊Angelo:#感谢 有你#看到援鄂医疗队们陆续离开，看到新增病例数目逐渐清零，才意识到原来我们距离抗疫胜利已经很近了！感谢他们不顾自身安危的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853552322524#,Flytogerher,2020-03-26,"
                    //@江疏影:#感谢 有你# 感谢这场战疫中奋战在一线的所有抗疫英雄们，谢谢你们的坚守，托举生命的希望。辛苦了！​点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。​                ", , 1,
4486853543715001#,带着思念去回忆衍,2020-03-26,"
                    伊利这都是第几次捐助了呢？//@一枚时尚小公举:#感谢 有你#感谢我大辽宁援鄂医疗队中医组长代晓红的耳穴疗法在雷神山医院推广，使患者的治愈率大大提升！ 点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853543474127#,喜欢热巴的小疯子,2020-03-26,"
@安慕希希腊酸奶:#感谢 有你# 感谢Dear-迪丽热巴 与安慕希、@活力伊利 一起为健康加油！向一线抗疫英雄致敬！点击链接 O网页链接 ，看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。//@嘉行迪丽热巴工作室: #感谢 有你# 感谢这些天不惧危险，不顾辛劳为我们默默付出                ", , 1,
4486853543468553#,520Luckyforever,2020-03-26,"
                    //@得舍王凯工作室:王凯 #感谢 有你# 谢谢你们的挺身而出，感谢你们的付出//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 ", , 1,
4486853535017556#,缪丶物婪,2020-03-26,"
                    命运共同体，我们加油！#感谢 有你#//@一枚时尚小公举:#感谢 有你#感谢我大辽宁援鄂医疗队中医组长代晓红的耳穴疗法在雷神山医院推广，使患者的治愈率大大提升！ 点击链接O网页链接 看更多感人故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
